gene,P15_L3_806506.R2.clean_H,P11-N_L2_807507.R2.clean_H,P13_L3_804504.R2.clean_H,P11-2_802502.R2.clean_L,P11-1_801501.R2.clean_L,P2-N_L3_808508.R2.clean_M,P11-2_802502.R2.clean_H,P2-N_L3_808508.R2.clean_L,P11-N_L2_807507.R2.clean_L,P15_L3_806506.R2.clean_L,P11-2_802502.R2.clean_M,P13_L3_804504.R2.clean_L,P12_L3_803503.R2.clean_L,P2-N_L3_808508.R2.clean_H,P11-1_801501.R2.clean_H,P12_L3_803503.R2.clean_H,P14_L3_805505.R2.clean_L,P13_L3_804504.R2.clean_M,P11-N_L2_807507.R2.clean_M,P14_L3_805505.R2.clean_H,P12_L3_803503.R2.clean_M,P11-1_801501.R2.clean_M
Paip2b,15,20,587,243,72,5,426,60,15,235,251,943,71,16,18,91,198,272,4,449,92,18
Pak1,679,62,2282,231,307,2,1111,595,36,702,635,1930,221,37,185,201,457,1379,31,783,266,35
Pak1ip1,568,129,2016,673,440,241,354,844,141,770,948,3730,319,411,433,496,658,3056,86,2236,499,63
Pak2,521,181,6982,3489,540,715,2379,1780,305,1918,3542,3732,878,661,411,1321,922,4733,148,2700,877,459
Pak3,147,131,5598,678,173,92,1311,274,84,2405,842,9208,201,706,124,354,541,5550,102,532,204,223
Pak4,300,65,1143,333,73,148,169,193,43,472,104,3321,265,205,66,371,339,458,0,954,198,43
Pak6,157,30,901,519,409,0,817,0,50,355,968,1223,193,0,101,200,242,842,17,181,149,173
Pak7,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Pakap,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Palb2,18,0,228,24,1,0,0,0,0,1,0,5,63,0,25,4,22,396,3,118,77,2
Pald1,11,7,658,27,0,1,0,85,3,0,0,7,0,1,0,34,29,409,0,89,2,0
Palld,196,294,3125,2039,692,932,2315,3766,282,3185,1796,397,1071,537,426,804,1133,2956,243,1348,949,656
Palm,51,0,16,0,0,106,180,9,0,217,1,310,0,218,0,0,268,201,0,794,1,0
Palm2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,85,0,0,0,13
Palm3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Palmd,158,276,4520,1202,691,1304,1538,1987,209,1784,2043,3967,993,598,322,173,616,2953,171,295,411,350
Pam,3,416,3306,4777,1385,3165,7579,3078,319,296,5042,2725,668,1612,1161,635,627,5571,278,945,557,1037
Pam16,599,137,1447,1021,187,152,1756,1400,168,739,1437,1862,179,526,405,405,716,1488,127,2477,181,196
Pamr1,0,0,0,0,0,52,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Pan2,8,6,142,6,2,17,76,46,0,77,104,207,12,0,25,60,128,378,25,99,17,1
Pan3,2058,731,11637,5236,1642,964,11047,2295,709,4256,5578,10871,1669,2251,1528,1719,2479,13219,261,6079,1316,2350
Panct2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Pank1,104,12,371,326,14,0,240,1,40,44,104,454,271,0,77,136,96,545,13,221,26,0
Pank2,61,44,5,165,68,1,376,51,22,288,3,300,29,56,0,112,141,145,15,338,87,90
Pank3,661,1,1117,445,26,403,597,178,33,420,209,499,113,267,20,14,172,563,3,345,165,4
Pank4,0,5,112,38,35,0,151,1,5,4,370,16,22,56,0,0,21,303,0,26,3,2
Pantr1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Pantr2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Panx1,311,113,628,1424,351,4,835,285,93,202,1278,814,363,88,71,104,518,698,90,789,413,283
Panx2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
Panx3,0,0,36,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,41,0,0
Paox,207,22,2405,771,246,111,1044,433,52,514,1046,4558,270,65,151,411,417,3824,10,984,239,233
Papd4,4,25,619,211,171,1,121,183,40,163,358,624,207,61,66,19,115,180,38,321,163,48
Papd5,16,6,18,245,130,80,311,259,6,90,59,550,108,35,93,32,7,932,36,56,39,25
Papd7,41,32,88,210,4,2,633,1,2,65,207,640,62,0,49,21,46,2,3,128,84,41
Papl,13,0,11,0,0,0,0,0,0,324,0,114,0,0,0,0,0,0,0,0,0,0
Papln,0,0,0,2,0,0,2,0,0,3,150,8,0,2,31,0,61,2,0,0,0,5
Papola,874,417,7344,2563,1036,262,4833,1496,449,1766,2931,10475,1673,670,617,1484,1843,9489,217,3907,1269,615
Papolb,0,0,0,0,0,0,1,0,0,0,1,4,0,0,0,0,0,1,0,0,0,0
Papolg,10,30,1421,29,60,160,397,393,53,244,137,211,113,3,34,219,125,892,17,102,198,54
Pappa,1,0,0,3,0,2,2,287,4,31,55,0,6,4,0,28,61,0,2,2,121,0
Pappa2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Papss1,258,110,2453,1490,182,187,1123,1637,89,988,1394,4439,212,594,181,258,602,3117,69,997,454,171
Papss2,0,28,1,0,17,2,92,85,25,0,0,1,25,0,6,18,1,128,0,111,0,0
Paqr3,3,64,0,3,0,1,3,2,2,72,4,6,1,0,0,3,1,5,4,43,4,1
Paqr4,49,54,551,310,144,0,256,24,25,268,250,912,106,2,110,95,371,144,9,193,105,43
Paqr5,469,189,1186,1984,826,3,510,1,334,1200,1699,9312,878,218,328,642,855,5574,101,1752,694,498
Paqr6,3,0,3,79,0,160,0,116,0,97,0,278,3,92,0,1,68,205,0,73,33,0
Paqr7,57,19,0,3,152,1,114,108,31,109,2,0,85,1,98,18,195,0,0,3,142,57
Paqr8,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,55,0,0
Paqr9,0,0,1,0,0,0,0,0,0,0,0,3,0,0,0,0,2,0,0,0,0,0
Pard3,240,202,1539,681,177,461,479,613,141,1383,387,3289,217,229,175,313,523,5324,157,866,517,169
Pard3b,184,21,0,326,37,94,13,85,11,76,190,0,14,164,0,72,153,2,16,138,116,53
Pard3bos1,0,0,0,39,0,0,0,105,0,0,0,0,0,2,0,0,0,0,0,34,42,0
Pard3bos2,0,0,233,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
Pard3bos3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Pard6a,2,59,57,415,41,65,9,72,55,91,409,181,187,0,61,1,266,970,0,378,113,104
Pard6b,2,7,118,278,87,0,77,0,0,3,332,205,34,0,13,19,4,118,37,9,39,26
Pard6g,691,173,2881,2556,917,89,3685,1119,261,2574,2476,3188,889,700,546,601,1984,4290,160,1709,656,702
Parg,463,80,1279,291,321,65,665,509,72,490,270,1129,209,213,104,256,518,1363,35,525,221,66
Park2,0,0,8,0,0,0,3,4,0,0,1,5,1,9,31,0,0,239,0,0,14,10
Park7,1836,1175,11821,10457,3389,2024,11298,5183,1054,3101,9780,13462,3020,2129,2705,3009,6291,16768,943,16769,3883,2519
Parl,995,367,7447,2587,609,617,3061,685,244,2196,3372,11476,1074,606,793,1554,1967,10575,157,6078,1304,587
Parm1,101,2,962,99,108,235,1611,70,12,694,49,236,81,2,245,79,1011,976,22,338,243,70
Parn,146,74,1623,421,288,268,1380,511,118,258,2083,1643,376,138,173,209,348,569,117,492,224,398
Parp1,85,70,866,408,120,76,95,213,114,255,895,528,253,0,107,304,252,951,17,1344,227,19
Parp10,182,105,20,709,332,3,602,423,64,302,1063,1163,362,65,245,50,258,404,66,104,97,60
Parp11,0,0,304,36,0,8,10,53,10,0,37,583,0,0,26,0,167,143,34,240,8,15
Parp12,3,53,107,27,4,2,647,262,9,124,20,3,3,1,9,0,216,218,10,206,0,0
Parp14,0,36,404,149,6,80,63,2,19,32,4,377,51,0,3,65,3,42,5,0,104,0
Parp16,30,0,3,171,23,0,403,0,5,73,54,1,36,0,6,14,16,284,16,36,31,13
Parp2,174,218,2226,1238,356,101,1903,341,186,630,1099,2435,398,562,224,493,413,1475,120,1676,385,431
Parp3,40,0,0,0,0,3,0,53,0,2,0,0,0,0,0,31,78,0,0,112,0,3
Parp4,273,28,931,527,82,4,384,372,16,404,1033,623,56,215,129,91,448,225,9,94,38,126
Parp6,45,7,935,189,18,33,246,79,21,215,140,183,180,16,15,36,168,154,27,263,154,39
Parp8,1,31,418,277,16,74,223,483,7,100,97,144,8,6,128,7,170,466,49,49,106,11
Parp9,45,9,1092,166,38,2,100,87,49,267,0,265,147,4,21,102,198,635,9,99,126,63
Parpbp,0,16,62,241,40,0,87,0,31,0,78,0,43,0,0,5,0,1,2,17,124,0
Pars2,0,7,393,97,2,2,11,78,8,2,4,7,0,0,54,23,0,95,0,8,51,2
Parva,7,27,46,244,114,260,203,296,0,0,260,11,34,243,31,158,122,803,3,1125,119,56
Parvaos,0,0,0,0,0,0,176,2,0,0,4,0,1,0,0,0,0,0,0,0,22,0
Parvb,0,0,0,0,0,0,3,0,0,0,0,8,0,0,0,39,0,0,3,207,1,0
Parvg,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,48,0,0
Pask,0,7,18,0,6,0,3,0,0,0,0,0,0,0,0,43,76,59,0,9,18,0
Pate2,0,0,0,0,0,21,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Pate4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Patl1,9,1,36,66,16,5,143,0,0,58,274,192,19,0,0,31,7,283,6,64,1,5
Patl2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,95,0,0,0,58,0
Patz1,316,24,11,2,0,2,69,69,0,6,1,913,3,0,0,160,119,14,20,817,45,0
Paupar,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Pawr,5,0,31,14,23,11,197,79,24,7,2,22,2,2,6,4,78,205,8,136,1,9
Pax1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Pax2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Pax3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,839,0,0
Pax4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Pax5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Pax6,1,0,0,0,13,28,0,0,0,2,45,149,0,0,0,0,1,148,0,0,0,0
Pax6os1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Pax7,0,0,84,0,0,0,0,0,0,0,0,4,0,0,0,0,0,1,0,0,0,0
Pax8,1,0,0,1,0,0,0,0,0,0,0,7,0,0,2,0,0,1,0,0,8,0
Pax9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Paxbp1,30,62,225,214,10,8,191,84,34,85,9,198,91,106,17,45,58,469,22,89,42,8
Paxip1,10,24,359,3,79,83,127,90,20,6,170,129,124,115,22,34,75,360,8,404,58,23
Pbdc1,965,373,4526,1374,951,666,3532,1028,247,837,2980,3938,1415,108,362,872,1229,4153,168,4478,1288,701
Pbk,47,76,1599,238,504,0,1468,0,199,2,201,17,319,0,26,717,183,624,22,3358,589,67
Pbld2,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,58,0,0,8,8,3,0
Pbp2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Pbrm1,872,281,7260,1934,519,838,3423,1484,203,2366,2576,5712,1053,1359,624,988,1423,5915,131,2784,866,276
Pbsn,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Pbx1,66,62,1159,801,171,319,1582,569,170,414,1224,1155,395,208,160,220,409,2502,35,477,343,201
Pbx2,9,20,57,48,27,1,29,37,25,74,23,77,77,171,86,29,118,0,8,238,57,5
Pbx3,2,23,0,1,0,135,133,471,4,76,2,0,40,7,33,103,79,70,9,160,104,0
Pbx4,44,28,0,0,0,0,0,0,5,1,0,0,33,0,0,7,0,0,34,70,68,0
Pbxip1,202,11,1185,297,77,176,71,219,19,196,335,850,160,166,23,325,557,180,17,1275,96,159
Pcbd1,0,22,7,16,3,3,201,178,24,11,3,15,0,202,61,0,9,743,14,238,0,2
Pcbd2,67,107,668,242,77,5,362,401,20,232,157,178,39,3,82,36,265,530,29,356,39,153
Pcbp1,1039,248,5650,1501,479,416,2575,2166,205,2566,2520,6363,189,586,504,743,1298,6482,81,3056,781,438
Pcbp2,77,10,711,464,56,1,281,56,17,75,233,238,48,93,43,32,68,350,26,182,20,37
Pcbp3,0,0,19,1,6,9,260,278,3,60,3,5,96,402,33,160,3,282,0,66,102,105
Pcbp4,98,0,400,5,56,75,129,55,13,102,37,8,1,40,54,49,94,151,0,691,0,45
Pcca,36,40,339,345,75,59,365,77,60,147,363,5,117,122,42,166,264,418,4,660,125,56
Pccb,81,23,80,118,73,38,182,182,33,220,159,799,96,63,41,124,199,207,0,353,185,54
Pcdh1,120,0,2829,22,6,3,59,220,4,528,78,2031,67,52,0,44,155,1888,0,183,27,9
Pcdh10,0,0,304,0,0,0,0,0,0,0,0,3,0,0,0,0,0,7,0,0,0,0
Pcdh11x,0,0,0,0,0,121,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Pcdh12,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,57,0,0,0,1,0,0
Pcdh15,0,0,0,0,0,0,1,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0
Pcdh17,1,1,0,0,1,2,0,0,0,0,0,0,0,0,0,5,0,36,0,0,0,0
Pcdh18,0,0,0,346,0,88,1,25,0,0,2,0,0,2,1,5,0,0,0,108,6,58
Pcdh19,110,0,656,0,0,106,0,2,0,23,0,7,1,0,0,96,1,111,0,319,86,0
Pcdh20,0,0,0,0,5,352,0,77,0,0,0,0,0,4,0,0,0,0,0,0,0,0
Pcdh7,388,104,606,1094,242,1008,1124,1016,181,105,1380,908,295,602,99,185,362,471,34,1213,225,73
Pcdh8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Pcdh9,0,1,502,127,0,83,1,55,0,0,2,2,0,1,0,0,0,64,1,3,0,29
Pcdha1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Pcdha11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Pcdha12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Pcdha2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Pcdha3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Pcdha4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Pcdha5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Pcdha6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Pcdha7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Pcdha8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Pcdha9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Pcdhac1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Pcdhac2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Pcdhb1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Pcdhb10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,0,0,0,0,0
Pcdhb11,0,0,1,0,0,0,0,0,0,82,12,0,0,0,0,0,0,156,0,0,0,0
Pcdhb12,0,0,0,0,0,1,0,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Pcdhb13,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0
Pcdhb14,1,0,158,9,0,0,67,0,20,73,1,1,0,0,0,0,0,1,0,0,0,0
Pcdhb15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33,0,0,0,0,3,0,0
Pcdhb16,0,4,7,104,1,0,63,0,0,36,0,389,0,0,0,48,0,7,0,0,2,32
Pcdhb17,0,0,76,0,0,166,0,0,0,0,0,336,21,1,1,48,13,137,0,39,17,20
Pcdhb18,7,0,0,20,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Pcdhb19,62,11,1,0,0,4,0,1,0,4,0,133,81,98,1,68,0,0,3,0,3,17
Pcdhb2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Pcdhb20,0,0,2,0,0,0,0,0,0,17,0,15,0,0,2,0,24,390,0,29,13,0
Pcdhb21,35,0,0,2,0,0,1,0,0,1,92,0,0,0,0,0,0,0,0,0,0,0
Pcdhb22,0,0,0,0,13,0,41,0,0,0,0,0,6,0,0,0,0,0,0,4,0,0
Pcdhb3,0,0,102,0,0,0,0,0,0,3,0,0,0,0,0,0,0,1,0,0,0,0
Pcdhb4,0,0,0,0,18,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0
Pcdhb5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Pcdhb6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Pcdhb7,0,0,215,0,0,0,0,0,0,0,0,1,0,0,0,0,1,124,0,35,0,0
Pcdhb8,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Pcdhb9,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Pcdhga1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Pcdhga10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Pcdhga11,0,0,9,0,0,0,0,0,0,0,0,261,0,0,0,0,0,5,0,0,0,0
Pcdhga12,2,0,3,2,0,0,0,0,1,0,11,110,0,2,0,1,7,5,0,73,0,1
Pcdhga2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Pcdhga3,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Pcdhga4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,218,0,0
Pcdhga5,0,0,59,0,0,48,0,2,0,0,0,8,0,85,0,12,0,233,0,13,0,0
Pcdhga6,0,0,0,0,0,131,0,82,0,3,0,0,0,1,37,0,0,23,0,11,0,0
Pcdhga7,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Pcdhga8,0,5,4,0,1,0,58,0,17,1,1,466,0,0,0,5,1,134,0,0,4,0
Pcdhga9,0,0,243,0,0,0,0,0,0,20,0,8,37,3,0,4,0,664,0,11,1,0
Pcdhgb1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Pcdhgb2,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,17,448,0,0,0,0
Pcdhgb4,0,1,3,137,0,0,1,102,0,0,1,3,0,4,0,0,0,265,0,0,0,0
Pcdhgb5,0,1,0,0,0,0,0,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0
Pcdhgb6,0,0,2,0,0,0,0,0,0,0,0,233,0,0,0,0,0,8,0,12,0,0
Pcdhgb7,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0
Pcdhgb8,0,0,53,1,0,0,0,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0
Pcdhgc3,22,0,1,0,0,0,0,0,0,11,0,0,0,0,0,1,0,0,0,8,1,0
Pcdhgc5,45,0,0,2,0,1,1,0,0,2,1,1,1,0,0,0,40,7,0,1,0,0
Pced1a,1,0,0,275,0,18,221,0,0,43,107,25,1,2,1,121,10,19,0,268,16,72
Pced1b,17,2,0,0,0,0,74,0,0,0,53,0,1,1,1,5,28,0,1,0,7,1
Pced1c-ps,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Pcf11,738,130,676,1175,153,159,1454,1153,191,675,1774,4108,447,197,272,290,321,2270,193,1270,413,264
Pcgf1,59,29,171,95,9,0,196,99,37,73,100,430,74,112,62,136,129,123,12,375,50,54
Pcgf2,6,3,8,10,13,85,16,2,0,5,181,25,3,0,8,3,94,184,1,40,4,3
Pcgf3,104,62,1992,228,84,107,41,4,48,556,200,1932,329,277,124,80,105,1557,26,209,119,48
Pcgf5,14,9,3,52,46,0,192,48,17,45,136,363,66,36,11,37,42,131,6,52,73,17
Pcgf6,115,81,484,139,135,5,78,174,32,163,386,566,48,19,93,186,77,517,7,788,149,151
Pcid2,14,13,34,14,69,0,42,21,4,55,30,529,16,16,4,27,41,102,10,167,61,0
Pcif1,274,178,1819,1512,562,232,1000,1192,197,1279,1088,2049,317,100,261,432,880,929,90,1553,356,293
Pck1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Pck2,26,3,252,107,32,140,6,108,105,72,167,331,0,5,0,0,12,5,4,360,0,24
Pclo,0,14,11,0,0,0,0,0,0,0,0,255,1,0,0,1,0,5,0,1,18,0
Pcm1,189,236,4796,1741,360,394,2961,952,152,933,1497,4807,559,755,322,619,536,3056,79,1572,465,286
Pcmt1,409,373,9347,2180,641,576,2521,1999,155,1721,3307,7114,1031,962,473,1153,2000,7528,181,3643,1018,488
Pcmtd1,197,277,3156,1392,353,387,1285,877,146,906,1406,4887,615,306,194,479,932,4385,99,732,506,551
Pcmtd2,100,112,1086,436,227,192,384,687,53,609,1274,1253,252,319,96,108,178,1721,63,401,243,195
Pcna,220,177,4641,971,602,300,2493,1231,163,888,2180,3455,926,286,279,740,928,2320,86,3991,815,482
Pcna-ps1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Pcna-ps2,12,2,113,37,25,12,49,113,16,115,92,318,37,27,26,56,15,296,2,103,19,23
Pcnp,1162,348,8261,3095,1008,609,4954,1574,415,1882,3767,7867,1411,776,676,2159,2182,6469,147,5531,1592,680
Pcnt,99,209,1887,151,215,209,1673,441,64,279,1459,524,291,230,225,545,197,706,43,660,440,123
Pcnx,101,7,1142,183,156,55,315,94,20,186,179,554,61,128,73,3,38,526,29,109,50,45
Pcnxl2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Pcnxl3,21,25,520,180,111,58,125,114,23,81,82,520,61,48,24,17,297,764,3,338,8,48
Pcnxl4,44,74,357,32,3,121,631,137,72,269,472,17,60,86,30,22,144,419,95,360,221,222
Pcolce,0,2,0,0,0,2542,0,166,0,0,0,21,1,163,0,115,34,0,0,3290,0,0
Pcolce2,0,0,0,0,0,462,8,279,0,0,0,0,0,146,0,0,3,0,0,20,0,0
Pcp2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Pcp4,0,0,0,0,0,8,0,193,0,0,0,0,0,2,0,0,0,0,0,0,0,0
Pcp4l1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Pcsk1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Pcsk1n,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Pcsk2,0,0,129,0,0,0,0,0,0,0,0,2,0,0,0,57,0,1,0,42,3,0
Pcsk2os1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0
Pcsk2os2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Pcsk4,56,37,805,229,0,0,1,96,0,5,127,517,27,0,25,18,114,278,18,408,34,0
Pcsk5,5,22,283,0,0,120,0,63,0,210,0,0,0,11,0,0,0,1,0,297,1,0
Pcsk6,160,24,622,162,22,290,1237,256,0,299,12,356,62,117,2,54,92,308,14,163,3,0
Pcsk7,103,7,77,258,98,47,100,19,5,130,183,544,59,19,22,39,123,516,4,166,59,24
Pcsk9,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,8,0,0,343,0,0
Pctp,0,2,0,182,0,0,5,0,0,0,3,0,0,79,0,1,4,0,11,256,0,0
Pcx,17,33,651,44,0,1,71,25,1,49,48,670,8,0,0,168,65,636,28,76,71,22
Pcyox1,236,114,2335,1351,535,295,1695,392,112,942,1490,5618,477,195,337,931,719,3810,109,1144,596,454
Pcyox1l,111,8,562,60,22,39,2,87,6,2,1,25,4,0,0,7,59,323,9,148,12,0
Pcyt1a,146,142,671,658,64,226,259,294,38,606,235,2989,343,105,141,208,413,818,44,860,518,94
Pcyt1b,0,5,0,0,20,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,53,45
Pcyt2,654,157,3598,1228,312,77,907,429,117,626,821,2882,372,235,184,343,1075,2193,129,3283,276,206
Pdap1,2574,370,5098,2037,677,789,2844,1870,348,3314,3179,5352,707,693,412,672,1580,3940,209,5481,422,566
Pdc,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Pdcd1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Pdcd10,613,180,5593,1201,763,86,2982,1025,224,1687,1734,4141,885,175,527,840,1105,3911,100,2117,834,729
Pdcd11,180,36,308,237,87,31,325,193,33,176,372,1236,89,177,106,40,102,633,22,224,114,70
Pdcd1lg2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Pdcd2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Pdcd2l,30,48,2567,760,151,37,695,97,48,348,947,891,79,217,76,279,143,2083,17,1182,79,76
Pdcd4,16703,923,39954,15081,1948,1042,15505,4005,904,5452,15933,64896,3029,2241,2435,4910,4010,36114,738,15605,3893,2053
Pdcd5,1193,332,6129,2183,1137,839,3520,2098,361,2044,4579,4616,459,610,808,472,1609,6433,213,5243,454,535
Pdcd6,924,411,7774,3973,1394,489,3580,1147,484,1777,4817,7038,1998,1018,952,1650,2401,8986,479,5381,1318,1157
Pdcd6ip,255,148,3519,926,387,84,1052,739,106,699,884,2851,295,325,235,268,410,2689,48,912,259,133
Pdcd7,159,13,586,32,145,36,366,0,3,31,311,555,166,28,27,97,20,181,0,48,21,29
Pdcl,210,48,1916,536,178,60,481,291,82,356,618,1215,270,231,163,85,382,784,31,817,233,139
Pdcl2,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0
Pdcl3,334,63,3025,1520,581,474,1515,1555,91,1068,1842,2401,465,225,260,983,718,3535,108,1129,607,398
Pddc1,100,68,3850,892,261,373,977,593,61,440,588,2583,236,81,342,311,557,2448,121,1412,286,272
Pde10a,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,3,0,0,73,0,0
Pde11a,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,19,0,0
Pde12,117,26,1577,266,121,9,288,109,54,547,215,2243,223,32,100,252,198,1678,21,114,196,68
Pde1a,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,59,0,0
Pde1b,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
